latitude,longitude,crime_count
40.686404,-73.823735,48
40.686405,-73.990685,19
40.686458,-73.938732,19
40.686596,-73.934274,24
40.686598,-73.823238,25
40.68661971,-73.82317856,19
40.68672771,-73.99046643,39
40.686741,-73.946039,24
40.686762,-73.822817,18
40.686807,-73.919369,19
40.686944,-73.947529,17
40.686988,-73.980814,16
40.68702483,-73.97620565,26
40.687046,-73.990251,16
40.687066,-73.943203,32
40.687121,-73.949243,18
40.687139,-73.975103,25
40.687166,-73.835804,19
40.687192,-73.794575,18
40.687311,-73.8214,22
40.687392,-73.940368,45
40.687471,-73.820989,21
40.687624,-73.925328,17
40.687637,-73.981609,17
40.687663,-73.834064,20
40.687724,-73.937489,31
40.687752,-73.982902,18
40.687784,-73.85013,23
40.68787,-73.984194,16
40.6882107,-73.96582048,26
40.688251,-73.980496,51
40.688596,-73.985072,48
40.688718,-73.96142,26
40.688733,-73.928717,16
40.688736,-73.944984,31
40.688776,-73.992807,24
40.688832,-73.957177,30
40.68888129,-73.9600039,32
40.68890313,-73.98092864,90
40.68893141,-73.90504343,20
40.68900139556,-73.94502653287,86
40.689007,-73.984135,27
40.68901916,-73.98615711,163
40.68901916412,-73.98615711072,17
40.689077,-73.955049,19
40.689123,-73.777296,20
40.68913,-73.981513,18
40.689281,-73.921689,48
40.689325,-73.985947,18
40.689413,-73.991535,44
40.689417,-73.981201,145
40.689425,-73.992493,36
40.689444,-73.987228,19
40.68944491,-73.9551212,28
40.689451,-73.815915,16
40.68946429526,-73.92402908995,61
40.68949041,-73.92206963,52
40.689578,-73.906168,16
40.689592,-73.827269,22
40.689707,-73.922439,43
40.689811,-73.983233,16
40.68986338,-73.95146453,20
40.68993251,-73.98147284,120
40.68993251374,-73.9814728472,16
40.689965,-73.993362,23
40.69,-73.943784,16
40.690018,-73.992208,29
